01-03-2019,08.05,14.26,6.20
02-03-2019,07.00,12.00,5.0
04-03-2019,08.41,14.26,5.44
05-03-2019,08.14,17.15,9.0
06-03-2019,07.37,15.28,7.50
07-03-2019,09.48,17.15,7.26
08-03-2019,08.57,17.16,8.18
09-03-2019,07.00,13.10,6.10
11-03-2019,07.46,14.34,6.47
12-03-2019,08.21,17.19,8.57
13-03-2019,07.00,14.30,7.30
14-03-2019,07.51,14.27,6.35
15-03-2019,07.00,14.42,7.42
16-03-2019,07.00,13.11,6.11
18-03-2019,07.40,14.27,6.46
19-03-2019,07.00,14.37,7.37
20-03-2019,07.00,14.23,7.23
21-03-2019,07.00,14.19,7.19
22-03-2019,14.21,14.21,23.59
23-03-2019,11.02,13.11,2.8
25-03-2019,07.25,14.19,6.53
26-03-2019,11.21,11.21,23.59
27-03-2019,07.00,14.23,7.23
28-03-2019,09.58,17.16,7.17
29-03-2019,08.31,17.02,8.30
30-03-2019,07.00,12.48,5.48
